region_tz_code,os_code,device_type_code,manufacturer_code,is_rooted,gps_latitude,gps_longitude,location_conf_radius,location_visit_count,shift_profile_code,session_start_epoch,session_duration_mins,time_since_last_login_mins,day_type_code,ip_address_as_int,ip_reputation_code,vpn_tor_usage,typing_speed_cpm,click_pattern_code,role_code,scope_code,failed_login_attempts,historic_risk_score,system_mode_code
1.3,3.0,1,2.0,0,33.32,-77.17,18.86,3.31,3.0,1716485400.0,98.6,1481.8,0,314563870.0,1.0,0,46.91,2.0,1.0,1.0,-0.07,-3.05,0.0
1.3,2.0,1,2.0,0,36.53,-94.01,18.19,6.02,3.0,1716434200.0,58.21,905.84,0,614490240.0,1.0,0,64.79,2.0,1.0,1.0,-0.27,9.02,0.0
1.3,1.0,1,3.0,0,26.69,-57.1,15.33,-0.14,4.1948137283325195,1716494000.0,143.35,1796.09,0,-1109569000.0,2.0,0,15.66,1.0,1.0,1.0,-0.34,10.94,0.0
1.3,1.0,1,3.0,0,39.23,-71.4,21.87,4.35,2.603961944580078,1716482000.0,138.95,1007.71,0,686617860.0,1.0,0,67.37,3.0,1.0,1.0,-0.26,11.21,0.0
1.2,1.0,1,3.0,0,37.28,-61.54,18.32,-0.66,3.0,1716276500.0,69.53,381.47,0,1105033200.0,1.0,0,42.01,2.52583646774292,1.0,2.0,0.46,-23.09,0.0
1.3,2.0,1,4.0,0,36.93,-76.54,21.43,1.34,3.0,1716231800.0,102.85,440.7,0,803613630.0,1.0,0,69.01,1.0,2.0,2.0,-0.35,38.81,0.0
1.3,1.0,1,3.0,0,32.47,-74.23,18.82,0.94,3.0,1716242700.0,123.61,420.25,0,823872900.0,1.0,0,47.97,2.0,2.0,2.0,-0.11,19.84,0.0
1.3,1.0,1,3.0,0,31.97,-57.93,18.67,-0.32,2.875169515609741,1716386300.0,181.45,1174.33,0,817745600.0,2.0,0,25.72,3.0,1.0,1.0,0.06,5.5,0.0
1.3,2.0,1,2.0,0,38.21,-92.61,20.0,5.13,2.0,1716394500.0,60.57,820.28,0,802540600.0,1.0,0,74.77,2.0,1.0,1.0,-0.35,8.5,0.0
1.3,-0.5696303844451904,1,3.0,0,31.62,-63.33,18.1,0.36,3.0,1716289000.0,175.66,609.44,0,1167307600.0,2.0,0,31.43,2.0,1.0,1.0,0.04,5.98,0.0
1.3,3.0,1,2.0,0,32.92,-94.07,18.32,4.61,3.0,1716471300.0,53.96,1289.26,0,-75572184.0,1.0,0,51.16,2.0,1.0,1.0,-0.16,-0.27,0.0
1.3,4.0,1,2.0,0,39.55,-85.98,25.69,4.26,2.0,1716351600.0,25.86,408.02,0,671898400.0,-0.7732483744621277,0,109.37,3.0,1.0,3.0,0.02,5.1,0.0
1.3,4.050448894500732,1,1.0,0,39.08,-82.29,22.9,3.33,2.0,1716403500.0,58.59,951.86,0,724887500.0,1.0,0,83.72,2.0,2.0,1.0,0.21,28.3,0.0
1.3,4.0,1,1.0,0,36.8,-97.13,20.12,3.06,2.0,1716348000.0,48.51,622.97,0,865246100.0,1.0,0,78.14,3.0,1.0,2.0,-0.04,4.65,0.0
1.3,1.0,1,3.0,0,35.56,-92.04,18.23,1.6,2.0,1716268500.0,54.24,505.37,0,1261095600.0,1.0,0,57.38,2.0,2.0,2.0,-0.03,18.56,0.0
1.3,2.0,1,2.0,0,38.03,-88.7,20.65,5.31,2.0,1716379500.0,11.51,677.97,0,662614700.0,-0.6708876490592957,0,80.95,3.0,1.0,2.0,-0.15,-1.25,0.0
1.3,3.0,1,2.0,0,36.55,-94.36,21.85,2.96,2.0,1716318600.0,15.53,344.38,0,612100100.0,1.0,0,91.06,3.0,1.0,2.0,-0.04,-3.3,0.0
1.3,1.0,1,3.0,0,35.13,-97.38,16.62,2.75,3.0,1716277100.0,47.72,490.97,0,991697540.0,1.0,0,53.38,2.0,2.0,2.0,-0.19,16.71,0.0
1.3,2.0,1,2.0,0,34.9,-100.19,16.39,4.44,3.0,1716399000.0,53.57,848.47,0,522700200.0,1.0,0,55.12,2.0,1.0,2.0,-0.26,1.15,0.0
1.3,2.0,1,2.0,0,36.27,-99.36,16.49,2.91,2.0,1716287400.0,76.85,476.51,0,1430607400.0,1.0,0,66.34,2.0,1.0,2.0,-0.11,13.79,0.0
1.3,2.0,1,3.0,0,34.3,-84.71,16.39,6.23,3.0302090644836426,1716548000.0,118.09,1180.83,0,-64277068.0,1.0,0,39.45,2.0,1.0,1.0,-0.56,-6.41,0.0
1.3,2.0,1,3.0,0,37.34,-60.56,20.66,-0.42,3.0,1716232600.0,98.99,297.74,0,1510167600.0,1.0,0,51.44,3.0,2.0,2.0,0.17,9.6,0.0
1.3,1.0,1,2.0,0,36.92,-81.44,18.3,3.52,3.0,1716417300.0,129.46,856.74,0,885773760.0,1.0,0,52.68,2.0,1.0,1.0,-0.03,5.18,0.0
1.3,1.0,1,3.0,0,36.52,-70.27,18.71,2.04,3.0,1716300800.0,150.42,437.33,0,1738212400.0,1.0,0,57.33,3.0,1.0,1.0,0.13,6.58,0.0
1.3,2.0,1,3.0,0,35.87,-95.84,15.52,3.12,2.0,1716306600.0,84.12,456.2,0,1009130240.0,1.0,0,58.13,2.0,1.0,2.0,-0.16,12.09,0.0
1.3,2.0,1,2.0,0,35.31,-101.95,15.27,4.02,2.0,1716320400.0,79.5,502.78,0,1150960300.0,1.0,0,62.44,2.0,1.0,1.0,-0.13,16.02,0.0
1.3,4.0,1,2.0,0,38.91,-90.8,22.84,5.2,2.0,1716418700.0,40.33,972.32,0,627009900.0,1.0,0,90.77,2.0,2.0,2.0,-0.08,21.77,0.0
1.3,-1.520789623260498,1,4.0,0,30.84,-43.88,18.0,2.21,4.146563529968262,1716501800.0,220.82,1240.2,0,23992832.0,2.0,0,15.11,3.0,1.0,1.0,-0.34,-8.24,0.0
1.3,-0.6598117351531982,1,3.0,0,38.46,-65.65,23.31,2.06,2.0,1716285800.0,89.43,-95.3,0,1516020200.0,1.0,0,76.09,3.0,1.0,2.0,-0.21,9.29,0.0
1.3,-2.013432741165161,1,5.0,0,32.2,-60.43,20.01,2.6,3.59830641746521,1716339100.0,125.86,717.85,0,-7133285.0,1.0,0,39.33,2.0,2.0,2.0,-0.73,22.81,0.0
1.3,-0.5606935024261475,1,4.0,0,30.18,-30.79,19.41,-0.91,4.19940185546875,1716461000.0,207.22,1615.98,0,-365523780.0,2.0,0,30.12,2.0,1.0,1.0,-0.23,7.06,0.0
1.3,2.0,1,3.0,0,36.87,-77.56,18.79,6.14,3.0,1716445300.0,139.5,780.1,0,810015900.0,1.0,0,67.86,2.0,1.0,1.0,-0.28,15.32,0.0
1.3,1.0,1,3.0,0,35.82,-83.54,16.15,3.67,3.502958297729492,1716535200.0,123.12,1356.96,0,-363215700.0,1.0,0,32.39,2.0,1.0,1.0,-0.57,-3.02,0.0
1.3,-1.3617233037948608,1,3.0,0,34.54,-65.54,18.94,3.31,3.4823925495147705,1716520400.0,188.64,1127.45,0,324283100.0,1.0,0,38.9,3.0,1.0,1.0,-0.39,3.37,0.0
1.3,4.0,1,2.0,0,36.96,-73.06,21.53,1.78,2.0,1716322800.0,81.5,773.44,0,1192543000.0,1.0,0,65.77,3.0,1.0,2.0,0.27,13.49,0.0
1.2,1.0,1,2.0,0,39.71,-65.11,23.82,0.03,2.0,1716228900.0,76.12,38.85,0,2108201500.0,1.0,0,67.82,2.6101982593536377,1.0,2.0,0.31,-1.83,0.0
1.3,2.0,1,3.0,0,39.2,-92.34,24.16,6.69,2.0,1716392700.0,-11.76,585.17,0,146313540.0,-1.1270098686218262,0,102.73,3.0,1.0,3.0,-0.47,6.74,0.0
1.3,3.0,1,2.0,0,36.3,-76.44,21.97,3.0,2.0,1716283900.0,72.69,99.23,0,817428100.0,1.0,0,82.96,3.0,2.0,2.0,0.01,9.38,0.0
1.3,-0.8921729326248169,1,3.0,0,37.32,-76.06,19.67,3.08,3.0,1716306000.0,90.86,418.33,0,1700865000.0,1.0,0,59.48,3.0,1.0,2.0,0.1,4.45,0.0
1.3,2.0,1,2.0,0,31.2,-88.25,16.08,3.55,3.0,1716385300.0,101.23,868.43,0,498877300.0,1.0,0,41.39,2.0,1.0,1.0,-0.13,1.22,0.0
1.3,-1.6292363405227661,1,3.0,0,35.18,-62.09,19.09,2.67,3.44143009185791,1716477800.0,194.7,1041.89,0,600726400.0,1.0,0,37.37,3.0,1.0,1.0,-0.21,0.43,0.0
1.3,2.0,1,3.0,0,36.59,-71.4,20.64,0.37,2.0,1716201000.0,115.79,16.71,0,1766138000.0,1.0,0,62.45,2.0,2.0,2.0,-0.2,27.09,0.0
1.3,-1.6099112033843994,1,4.0,0,32.48,-33.54,24.6,-2.42,2.5343308448791504,1716198300.0,169.61,523.44,0,1864824300.0,1.0,0,37.31,3.0,1.0,2.0,0.4,3.67,0.0
1.3,2.0,1,2.0,0,37.67,-100.66,18.91,4.32,2.0,1716330600.0,39.72,604.68,0,1125343700.0,1.0,0,75.79,2.0,2.0,2.0,-0.24,14.87,0.0
1.3,-0.8161659240722656,1,4.0,0,32.08,-27.16,24.65,-3.86,2.531672477722168,1716179700.0,200.93,633.03,0,1731263000.0,2.0,0,37.8,3.0,1.0,2.0,0.29,13.17,0.0
1.3,3.0,1,1.0,0,38.35,-87.88,25.89,5.2,2.0,1716374400.0,0.47,647.59,0,919787000.0,-0.950705349445343,0,100.16,3.0,1.0,2.0,-0.07,2.87,0.0
1.3,-1.0462327003479004,1,4.0,0,42.63,-43.73,25.93,2.49,3.0,1716292400.0,133.29,-229.04,0,2192019200.0,1.0,0,85.21,3.014514684677124,1.0,2.0,-0.09,2.74,0.0
1.3,2.0,1,2.0,0,34.81,-87.73,17.44,2.76,2.0,1716301200.0,50.51,318.99,0,733081300.0,1.0,0,64.52,3.0,1.0,2.0,0.01,-7.34,0.0
1.3,-1.5832875967025757,1,5.0,0,31.8,-31.79,20.9,1.9,5.742959976196289,1716604500.0,228.1,1892.91,1,-1191828600.0,2.0,0,25.72,2.0,1.0,1.0,-0.87,11.73,-0.5420305132865906
1.3,2.0,1,3.0,0,35.55,-92.5,15.87,4.37,3.0,1716422400.0,87.61,900.88,0,500955900.0,1.0,0,49.81,1.0,1.0,1.0,-0.25,15.55,0.0
1.3,2.0,1,2.0,0,32.22,-94.07,17.19,3.92,3.0,1716380000.0,82.89,902.16,0,733408800.0,1.0,0,47.69,2.0,1.0,1.0,-0.1,5.06,0.0
1.3,2.0,1,4.0,0,33.97,-62.5,19.44,-1.21,3.0,1716246800.0,111.36,757.2,0,506498460.0,1.0,0,47.28,2.0,2.0,2.0,-0.2,22.25,0.0
1.3,4.0,1,1.0,0,34.23,-102.18,20.32,3.62,2.0,1716375200.0,14.49,809.22,0,699420740.0,1.0,0,69.83,2.0,1.0,2.0,0.15,7.56,0.0
1.3,1.0,1,3.0,0,32.9,-87.05,14.82,1.63,2.825883626937866,1716408300.0,102.95,1158.89,0,157586560.0,1.0,0,27.89,1.0,1.0,1.0,-0.37,5.02,0.0
1.3,3.0,1,2.0,0,37.76,-94.2,19.94,2.1,2.0,1716288800.0,59.77,327.7,0,1301375700.0,1.0,0,76.71,3.0,1.0,2.0,-0.04,9.38,0.0
1.3,2.0,1,2.0,0,39.56,-88.01,20.83,2.22,2.0,1716268900.0,81.37,439.13,0,1814249900.0,1.0,0,70.34,2.0,2.0,2.0,-0.03,23.11,0.0
1.3,2.0,1,3.0,0,36.57,-87.69,16.0,0.9,2.0,1716286500.0,90.46,488.48,0,668202000.0,1.0,0,53.79,2.0,1.0,2.0,-0.17,9.87,0.0
1.3,1.0,1,2.0,0,36.97,-90.7,16.72,1.47,2.0,1716256900.0,75.14,212.57,0,1265659000.0,1.0,0,61.37,2.0,1.0,2.0,-0.0,7.88,0.0
1.3,2.0,1,2.0,0,37.95,-83.0,19.21,2.11,2.0,1716258300.0,52.37,1.45,0,1342182500.0,1.0,0,74.47,3.0,1.0,2.0,-0.0,2.44,0.0
1.3,2.0,1,3.0,0,35.09,-76.98,16.88,2.76,3.0,1716293500.0,123.5,174.85,0,852560700.0,1.0,0,57.6,2.0,2.0,2.0,-0.09,22.11,0.0
1.3,3.0,1,3.0,0,38.95,-64.67,24.97,3.01,2.0,1716257200.0,113.16,-355.57,0,1278053600.0,1.0,0,99.05,3.0,2.0,2.0,0.16,12.06,0.0
1.3,1.0,1,2.0,0,31.03,-89.54,14.24,2.4,2.722715139389038,1716416100.0,87.55,980.92,0,139446800.0,1.0,0,30.85,2.0,1.0,1.0,-0.28,1.46,0.0
1.3,-1.2989293336868286,1,3.0,0,25.8,-37.71,18.71,-1.0,4.190836429595947,1716462000.0,216.99,1523.7,1,22640226.0,2.0,0,6.75,3.0,-0.6222650408744812,1.0,0.11,-10.63,0.0
1.3,3.0,1,2.0,0,36.48,-96.9,18.76,4.23,2.0,1716363600.0,59.39,754.44,0,706407040.0,1.0,0,77.05,2.0,2.0,2.0,-0.13,14.92,0.0
1.3,1.0,1,2.0,0,32.87,-97.22,14.87,3.18,3.0,1716365800.0,71.46,727.57,0,424951260.0,1.0,0,43.71,2.0,1.0,1.0,-0.26,7.16,0.0
1.3,3.0,1,2.0,0,38.4,-96.32,21.9,3.63,2.0,1716322300.0,41.15,633.38,0,1031147000.0,1.0,0,84.33,2.0,2.0,2.0,-0.09,21.35,0.0
1.3,2.0,1,3.0,0,32.82,-73.97,17.01,2.6,2.0,1716244600.0,106.96,54.62,0,1131281900.0,2.0,0,64.65,2.0,2.0,1.0,-0.02,30.24,0.0
1.2,4.0,1,2.0,0,43.07,-66.26,29.67,2.4,1.0,1716245200.0,10.0,-630.71,0,1263592400.0,-0.9926360249519348,0,128.19,3.2549781799316406,1.0,3.0,0.3,-9.86,0.0
1.3,3.0,1,2.0,0,41.65,-84.15,23.4,3.97,2.0,1716303500.0,52.4,384.5,0,1518395800.0,1.0,0,92.53,2.0,2.0,2.0,-0.12,26.59,0.0
1.3,1.0,1,2.0,0,33.19,-78.87,16.94,0.18,2.545470952987671,1716367900.0,122.09,1206.79,0,512650140.0,1.0,0,32.61,2.0,1.0,1.0,-0.06,3.99,0.0
1.3,2.0,1,2.0,0,37.27,-86.49,19.75,1.8,2.0,1716268300.0,24.01,178.02,0,904129600.0,1.0,0,79.04,3.0,1.0,3.0,0.08,-6.09,0.0
1.3,2.0,1,3.0,0,40.97,-84.64,22.47,3.56,2.0,1716281200.0,33.94,78.66,0,1316987800.0,-0.6368053555488586,0,101.85,3.0,1.0,3.0,-0.18,9.07,0.0
1.3,1.0,1,3.0,0,33.21,-67.88,17.04,4.05,3.683753490447998,1716566900.0,175.51,1418.52,0,-297686370.0,1.0,0,30.27,2.0,1.0,1.0,-0.48,-2.44,0.0
1.3,4.0,1,2.0,0,33.32,-95.54,18.01,3.04,2.0,1716412800.0,26.15,837.25,0,141284500.0,1.0,0,48.13,2.0,1.0,2.0,-0.11,-8.26,0.0
1.3,1.0,1,2.0,0,29.23,-86.75,14.7,3.23,3.1807546615600586,1716506800.0,113.96,1479.29,0,-340875940.0,1.0,0,17.65,2.0,1.0,1.0,-0.51,-10.63,0.0
1.3,2.0,1,2.0,0,36.41,-96.29,16.28,2.36,3.0,1716345100.0,87.72,737.0,0,701017600.0,1.0,0,56.34,2.0,2.0,1.0,-0.22,19.34,0.0
1.3,1.0,1,2.0,0,37.9,-64.62,22.55,0.28,2.0,1716229400.0,101.18,375.24,0,2731272700.0,1.0,0,60.38,2.7972984313964844,1.0,2.0,0.54,4.41,0.0
1.3,4.0,1,1.0,0,33.04,-90.22,19.74,4.62,2.53015398979187,1716560600.0,68.5,1697.53,0,-233592880.0,1.0,0,43.33,2.0,1.0,1.0,-0.15,1.8,-0.5175477266311646
1.3,2.0,1,3.0,0,35.76,-67.55,18.22,0.38,2.0,1716209500.0,122.54,-201.65,0,1529824800.0,1.0,0,61.13,3.0,1.0,2.0,0.06,5.62,0.0
1.3,-0.942535936832428,1,3.0,0,35.09,-74.7,19.16,2.26,3.0,1716319700.0,124.23,258.29,0,1079664400.0,1.0,0,53.63,2.0,1.0,2.0,-0.27,15.47,0.0
1.3,3.0,1,2.0,0,35.76,-99.34,20.53,5.26,2.0,1716403800.0,27.4,752.94,0,409592220.0,1.0,0,83.06,2.0,1.0,2.0,-0.17,8.27,0.0
1.2,4.0,1,2.0,0,45.11,-63.33,33.97,3.69,1.0,1716273500.0,-4.33,-474.66,0,1150233900.0,-1.359875202178955,0,150.07,3.4305341243743896,1.0,2.7305757999420166,0.09,-3.36,0.0
1.3,1.0,1,3.0,0,40.88,-57.24,21.97,0.25,2.0,1716214300.0,128.41,-162.85,0,2091502500.0,1.0,0,72.62,2.69651460647583,1.0,2.0,0.26,-0.09,0.0
1.3,2.0,1,2.0,0,36.32,-85.59,19.01,1.84,2.0,1716265100.0,64.75,309.24,0,1811931900.0,1.0,0,62.48,3.0,1.0,2.0,0.26,1.92,0.0
1.3,1.0,1,3.0,0,34.85,-82.97,16.49,-0.15,3.0,1716290200.0,75.57,702.98,0,928950300.0,1.0,0,42.68,2.0,1.0,2.0,0.06,3.7,0.0
1.3,3.0,1,3.0,0,41.45,-77.06,25.01,2.86,2.0,1716270800.0,94.02,-6.38,0,1461713000.0,1.0,0,94.84,3.0,2.0,2.0,-0.1,28.27,0.0
1.3,2.0,1,3.0,0,35.63,-69.71,18.69,-1.99,2.0,1716176800.0,120.86,365.9,0,1595579100.0,1.0,0,43.17,3.0,2.0,2.0,0.15,14.44,0.0
1.3,1.0,1,3.0,0,36.38,-62.82,22.2,5.4,3.0,1716455300.0,142.68,896.47,0,1750467300.0,1.0,0,80.62,3.0,1.0,1.0,0.06,17.83,0.0
1.3,-0.7116514444351196,1,3.0,0,38.24,-89.5,17.02,2.81,3.0,1716293100.0,83.39,364.93,0,1577775900.0,1.0,0,61.0,3.0,1.0,2.0,-0.01,7.35,0.0
1.3,1.0,1,2.0,0,34.8,-79.91,17.16,2.19,3.0,1716344600.0,127.73,757.34,0,1356038300.0,1.0,0,50.47,2.0,1.0,1.0,-0.03,11.96,0.0
1.3,3.0,1,2.0,0,37.09,-93.42,20.9,3.7,2.0,1716324200.0,38.44,446.95,0,842079740.0,1.0,0,90.14,2.0,2.0,2.0,-0.02,14.87,0.0
1.3,3.0,1,3.0,0,31.25,-46.02,19.09,3.93,3.0,1716339100.0,200.67,413.21,0,742375500.0,2.0,0,75.06,2.0,2.0,1.0,0.1,27.85,0.0
1.3,3.7516870498657227,1,1.0,0,36.13,-100.56,23.77,5.99,2.0,1716441600.0,8.88,835.17,0,-73807910.0,1.0,0,96.35,2.0,1.0,2.0,0.04,7.67,0.0
1.3,1.0,1,4.0,0,27.79,-46.56,18.53,-2.8,3.1453936100006104,1716265700.0,187.52,1078.1,0,359123260.0,2.0,0,33.15,2.0,2.0,1.0,-0.12,23.6,0.0
1.2,1.0,1,3.0,0,41.93,-39.5,26.14,-0.03,2.0,1716229400.0,157.73,-195.18,0,2457181400.0,1.0,0,77.35,3.2830545902252197,1.0,2.0,0.29,0.32,0.0
1.3,2.0,1,2.0,0,38.42,-84.8,21.87,1.49,2.0,1716229900.0,50.81,-10.97,0,1365662800.0,-0.5030900239944458,0,79.88,3.0,2.0,2.0,0.0,12.54,0.0
1.3,2.0,1,2.0,0,30.69,-91.45,14.75,2.26,3.0,1716400900.0,100.89,1077.33,0,474383780.0,1.0,0,26.64,2.0,1.0,1.0,-0.21,-5.7,0.0
1.3,3.0,1,3.0,0,37.49,-82.45,19.15,1.72,2.0,1716253800.0,97.15,295.59,0,1005613440.0,1.0,0,81.77,2.0,2.0,2.0,-0.16,34.23,0.0
1.3,3.0,1,2.0,0,31.72,-85.31,14.83,1.61,3.0,1716388200.0,76.76,1153.08,0,303381700.0,1.0,0,41.12,1.0,1.0,1.0,-0.12,16.34,0.0
1.3,1.0,1,2.0,0,37.78,-83.95,18.79,2.29,2.0,1716268400.0,57.55,66.54,0,1384984000.0,1.0,0,70.63,3.0,1.0,2.0,0.13,-5.62,0.0
1.2,4.0,1,2.0,0,43.81,-63.64,29.96,2.55,1.0,1716255200.0,13.45,-490.96,0,1586869500.0,-0.9070356488227844,0,125.02,3.2712793350219727,1.0,3.0,0.18,-7.22,0.0
1.3,2.0,1,3.0,0,35.36,-79.05,19.06,9.19,4.085309028625488,1716704000.0,70.41,1928.97,0,-959440700.0,1.0,0,53.58,1.0,1.0,1.0,-0.53,7.4,-0.6620318293571472
1.3,1.0,1,2.0,0,40.06,-61.03,25.3,0.21,2.0,1716215200.0,96.98,-31.59,0,2744824000.0,1.0,0,76.3,2.714684009552002,1.0,2.0,0.35,8.19,0.0
1.3,-0.6546000242233276,1,4.0,0,33.89,-41.4,21.93,-0.56,3.0,1716232600.0,168.72,291.16,0,1642877600.0,2.0,0,41.72,3.0,1.0,2.0,-0.07,16.92,0.0
1.2,3.0,1,3.0,0,42.33,-62.72,26.81,-0.14,2.0,1716178600.0,11.53,-335.67,0,1887510700.0,-0.7320411205291748,0,93.55,2.729595422744751,1.0,2.5195975303649902,0.1,0.74,0.0
1.3,2.0,1,2.0,0,38.74,-90.41,21.91,3.05,2.0,1716292500.0,26.94,425.87,0,1456484000.0,1.0,0,78.05,3.0,1.0,2.0,-0.09,7.89,0.0
1.3,-1.514238953590393,1,4.0,0,26.67,-39.94,17.79,-1.55,4.086143493652344,1716385900.0,219.98,1319.46,0,-160752620.0,2.0,0,2.89,2.0,1.0,1.0,-0.24,-1.24,0.0
1.3,1.0,1,3.0,0,31.04,-94.63,14.19,1.94,3.0,1716366700.0,80.33,821.9,0,218100980.0,1.0,0,27.66,2.0,1.0,1.0,-0.14,5.27,0.0
1.3,-1.2402758598327637,1,4.0,0,36.25,-79.93,16.43,2.18,3.0,1716318700.0,77.96,412.08,0,923620600.0,1.0,0,43.46,3.0,1.0,2.0,0.03,1.73,0.0
1.3,-0.6325356960296631,1,3.0,0,34.22,-81.11,16.34,2.07,2.612361431121826,1716407800.0,149.61,842.98,0,494542460.0,1.0,0,36.45,2.0,1.0,1.0,-0.36,8.59,0.0
1.3,1.0,1,3.0,0,31.62,-78.99,15.75,1.72,3.0633342266082764,1716444800.0,147.31,1232.18,0,93964850.0,1.0,0,23.94,2.0,1.0,1.0,-0.28,0.98,0.0
1.3,2.0,1,2.0,0,38.03,-94.33,19.26,2.06,2.0,1716287400.0,85.2,572.62,0,1390932700.0,1.0,0,71.33,2.0,2.0,1.0,-0.02,22.84,0.0
1.3,1.0,1,3.0,0,37.75,-73.9,17.77,1.89,2.0,1716234500.0,63.42,-176.89,0,1134731600.0,1.0,0,72.14,3.0,1.0,3.0,-0.03,2.64,0.0
