region_tz_code,os_code,device_type_code,manufacturer_code,is_rooted,gps_latitude,gps_longitude,location_conf_radius,location_visit_count,shift_profile_code,session_start_epoch,session_duration_mins,time_since_last_login_mins,day_type_code,ip_address_as_int,ip_reputation_code,vpn_tor_usage,typing_speed_cpm,click_pattern_code,role_code,scope_code,failed_login_attempts,historic_risk_score,system_mode_code
1.1,2,1,5,0,45.273719,-73.224269,11,44,3,1714936560,98,2996,1,1156350920,2,0,60,3,3,3,1,37.17,0
1.1,2,1,5,0,45.355922,-73.316425,14,45,3,1715004000,11,1124,0,1156364634,1,0,50,3,3,3,0,33.62,0
1.1,2,1,5,0,45.261198,-73.232847,10,46,3,1715026800,42,380,0,1156377561,1,0,70,3,3,3,0,28.88,0
1.1,2,1,5,0,45.258885,-73.217589,8,47,3,1715030520,32,62,0,1156374804,1,0,48,3,3,3,0,27.15,0
1.1,2,1,5,0,45.340101,-73.300959,18,48,3,1715094120,153,1060,0,1162102540,2,1,57,3,3,3,0,41.91,0
1.1,2,1,5,0,45.348471,-73.320187,12,49,3,1715097420,86,55,0,1156369809,1,0,43,3,3,3,0,30.14,0
1.1,2,1,5,0,45.248084,-73.233753,11,50,3,1715117040,34,327,0,1156318162,2,0,51,3,3,3,0,24.76,0
1.1,2,1,5,0,45.362667,-73.310778,23,51,3,1715179140,46,1035,0,1156365162,2,0,66,3,3,3,0,34.97,0
1.1,2,1,5,0,45.340178,-73.309375,13,52,3,1715181360,123,37,0,1156374685,1,0,53,3,3,3,0,27.4,0
1.1,2,1,5,0,45.345401,-73.307104,22,53,3,1715187600,18,104,0,1156366845,1,0,59,3,3,3,0,27.02,0
1.1,2,1,5,0,45.346943,-73.31075,9,54,3,1715264880,134,1288,0,1156339105,2,0,70,3,3,3,0,39.85,0
1.1,2,1,5,0,45.357499,-73.299368,22,55,3,1715272740,150,131,0,1156347846,1,0,57,3,3,3,0,28.62,0
1.1,2,1,5,0,45.275207,-73.224766,19,56,3,1715278200,27,91,0,1156347463,1,0,47,3,3,3,0,33.98,0
1.1,2,1,5,0,45.357835,-73.297694,25,57,3,1715353800,87,1260,0,1156343228,1,0,53,3,3,3,0,27.17,0
1.1,2,1,5,0,43.198583,-73.752898,14,58,3,1715363580,145,163,0,1156376456,1,0,66,3,3,3,0,29.54,0
1.1,2,1,5,0,45.271209,-73.232291,19,59,3,1715366820,45,54,0,1156379986,2,0,68,3,3,3,0,33.37,0
1.1,2,1,5,0,45.259963,-73.219708,9,60,3,1715372520,54,95,0,1156375503,1,0,62,3,3,3,0,33.67,0
1.1,2,1,5,0,45.276243,-73.233612,18,61,3,1715373600,71,18,0,1156331913,1,0,60,3,3,3,0,28.27,0
1.1,2,1,5,0,45.358878,-73.298467,22,62,3,1715437860,40,1071,1,1156350441,2,0,48,3,3,3,0,25.79,0
1.1,2,1,5,0,45.349376,-73.321528,8,63,3,1715608980,138,2852,0,1156323019,3,0,52,3,3,3,0,34.4,0
1.1,2,1,5,0,45.252722,-73.235884,12,64,3,1715623200,49,237,0,1664030148,1,1,58,3,3,3,0,41.21,0
1.1,2,1,5,0,45.255761,-73.220085,16,65,3,1715623560,158,6,0,1156379754,2,0,57,3,3,3,0,23.19,0
1.1,2,1,5,0,45.269296,-73.223149,10,66,3,1715624940,47,23,0,1156352904,2,0,65,3,3,3,0,23.19,0
1.1,2,1,5,0,45.271313,-73.238324,20,67,3,1715633880,14,149,0,1156343382,1,0,64,3,3,3,0,22.52,0
1.1,2,1,5,0,45.250769,-73.237229,25,68,3,1715635200,31,22,0,1156376643,3,0,32,3,3,3,0,29.38,0
1.1,2,1,5,0,45.363853,-73.306444,18,69,3,1715698020,130,1047,0,1156356575,1,0,63,3,3,3,0,28.22,0
1.1,2,1,5,0,45.365173,-73.30631,15,70,3,1715699340,90,22,0,1156355508,3,0,56,3,3,3,0,30.69,0
1.1,2,1,5,0,45.348992,-73.318874,18,71,3,1715708580,131,154,0,1156337867,1,0,63,3,3,3,0,37.64,0
1.1,2,1,5,0,45.26919,-73.212388,24,72,3,1715712600,21,67,0,1156367680,1,0,61,3,3,3,0,27.16,0
1.1,2,1,5,0,45.262891,-73.229951,8,73,3,1715714520,122,32,0,1156362349,2,0,83,3,3,3,0,26.96,0
1.1,2,1,5,0,45.268558,-73.230738,18,74,3,1715720580,12,101,0,1156340645,1,0,56,3,3,3,0,34.26,0
1.1,2,1,5,0,45.349939,-73.320566,12,75,3,1715795880,87,1255,0,1156372678,1,0,55,3,3,3,0,26.63,0
1.1,2,1,5,0,45.269623,-73.213483,10,76,3,1715798640,37,46,0,3444877698,1,1,44,3,3,3,0,31.51,0
1.1,2,1,5,0,45.2688,-73.236472,21,77,3,1715804040,96,90,0,1156359624,1,0,49,3,3,3,0,31.61,0
1.1,2,1,5,0,45.356618,-73.31261,14,78,3,1715875920,83,1198,0,1156377148,1,0,72,3,3,3,0,31.85,0
1.1,2,1,5,0,45.343188,-73.322316,15,79,3,1715878440,89,42,0,1156347730,2,0,42,3,3,3,0,31.22,0
1.1,2,1,5,0,43.51664,-71.877745,23,80,3,1715878860,142,7,0,1156334504,1,0,61,3,3,3,0,25.57,0
1.1,2,1,5,0,45.271666,-73.215425,24,81,3,1715883780,133,82,0,1156348324,1,0,64,3,3,3,0,28.94,0
1.1,2,1,5,0,45.255081,-73.23623,24,82,3,1715887920,114,69,0,1156362599,1,0,69,3,3,3,0,27.71,0
1.1,2,1,5,0,45.265541,-73.237452,8,83,3,1715891640,62,62,0,1156358905,1,0,54,3,3,3,0,32.13,0
1.1,2,1,5,0,45.344825,-73.313769,22,84,3,1715957460,43,1097,0,1156334889,2,0,58,3,3,3,0,25.04,0
1.1,2,1,5,0,45.363575,-73.316625,11,85,3,1715965440,174,133,0,1156378170,1,0,54,3,3,3,0,29.9,0
1.1,2,1,5,0,45.250316,-73.223711,10,86,3,1715969340,69,65,0,405668483,1,1,56,3,3,3,0,32.67,0
1.1,2,1,5,0,45.377108,-72.423782,8,87,3,1715977560,58,137,0,1156353791,1,0,58,3,3,3,0,25.59,0
1.1,2,1,5,0,45.276216,-73.214986,19,88,3,1715980440,34,48,0,1156326671,2,0,37,3,3,3,0,31.95,0
1.1,2,1,5,0,45.265143,-73.237301,16,89,3,1715982540,5,35,0,1156361543,1,0,66,3,3,3,0,35.97,0
1.1,2,1,5,0,45.25848,-73.228857,14,90,3,1716145080,158,2709,1,1156334748,1,0,64,3,3,3,0,30.38,0
1.1,2,1,5,0,45.248923,-73.221771,25,91,3,1716147120,142,34,1,1156334847,1,0,43,3,3,3,0,31.24,0
1.1,2,1,5,0,45.35312,-73.308553,18,92,3,1716216960,65,1164,0,1156355423,1,0,68,3,3,3,0,34.2,0
1.1,2,1,5,0,44.061962,-72.76569,21,93,3,1716222060,70,85,0,1156375958,1,0,49,3,3,3,0,27.69,0
1.1,2,1,5,0,45.269057,-73.214703,10,94,3,1716228180,173,102,0,1156322155,1,0,64,3,3,3,0,29.94,0
1.1,2,1,5,0,45.249665,-73.21763,22,95,3,1716229200,100,17,0,1156351813,2,0,64,3,3,3,0,31.29,0
1.1,2,1,5,0,45.274813,-73.213444,22,96,3,1716237900,8,145,0,1156372390,1,0,63,3,3,3,0,34.45,0
1.1,2,1,5,0,45.350313,-73.314225,22,97,3,1716310620,126,1212,0,1156377290,1,0,61,3,3,3,0,24.25,0
1.1,2,1,5,0,45.252655,-73.23978,15,98,3,1716314820,16,70,0,1156370425,1,0,64,3,3,3,0,26.05,0
1.1,2,1,5,0,45.265477,-73.236259,17,99,3,1716315120,52,5,0,1156345052,2,0,43,3,3,3,0,25.06,0
1.1,2,1,5,0,45.340079,-73.300568,21,100,3,1716391200,95,1268,0,1156356363,1,0,61,3,3,3,0,35.76,0
1.1,2,1,5,0,45.345039,-73.314373,24,101,3,1716395400,9,70,0,1156382297,1,0,54,3,3,3,0,31.84,0
1.1,2,1,5,0,45.274696,-73.238082,21,102,3,1716411120,45,262,0,1156327100,1,0,57,3,3,3,0,23.7,0
1.1,2,1,5,0,45.259908,-73.213715,22,103,3,1716413580,16,41,0,1156339409,1,0,66,3,3,3,0,25.53,0
1.1,2,1,5,0,45.367343,-73.306376,12,104,3,1716475080,109,1025,0,1156328942,1,0,61,3,3,3,0,30.6,0
1.1,2,1,5,0,45.342176,-73.319492,17,105,3,1716477240,127,36,0,1156361790,1,0,66,3,3,3,0,37.14,0
1.1,2,1,5,0,45.275384,-73.239822,18,106,3,1716487800,63,176,0,1156333442,1,0,44,3,3,3,0,24.52,0
1.1,2,1,5,0,45.271239,-73.223564,8,107,3,1716488280,170,8,0,1156334213,1,0,54,3,3,3,0,32.44,0
1.1,2,1,5,0,45.342678,-73.295327,12,108,3,1716560280,65,1200,0,3625435176,1,1,53,3,3,3,0,42.11,0
1.1,2,1,5,0,45.368466,-73.296463,15,109,3,1716572280,179,200,0,1156368330,2,0,50,3,3,3,0,24.02,0
1.1,2,1,5,0,45.247006,-73.222154,14,110,3,1716580620,27,139,0,2693137257,2,1,46,3,3,3,0,39.32,0
1.1,2,1,5,0,45.265044,-73.213603,15,111,3,1716585480,18,81,0,1156371786,1,0,46,3,3,3,0,35.17,0
1.1,2,1,5,0,45.250522,-73.236256,17,112,3,1716587640,6,36,0,1156327423,2,0,59,3,3,3,0,27.08,0
1.1,2,1,5,0,45.259958,-73.221687,13,113,3,1716664980,100,1289,1,1156360618,1,0,51,3,3,3,0,31.55,0
1.1,2,1,5,0,45.255335,-73.221676,12,114,3,1716752820,106,1464,1,1156334278,1,0,64,3,3,3,0,32.41,0
1.1,2,1,5,0,45.34217,-73.311935,15,115,3,1716822060,36,1154,0,1156333780,2,0,43,3,3,3,0,21.57,0
1.1,2,1,5,0,45.345098,-73.300905,22,116,3,1716822840,13,13,0,1156359151,1,0,61,3,3,3,0,32.86,0
1.1,2,1,5,0,46.009556,-75.172175,25,117,3,1716834480,130,194,0,1156371358,1,0,58,3,3,3,0,29.48,0
1.1,2,1,5,0,45.266638,-73.218492,8,118,3,1716839460,72,83,0,1156376840,1,0,74,3,3,3,0,24.81,0
1.1,2,1,5,0,45.271482,-73.224074,9,119,3,1716843480,51,67,0,1156322385,1,0,67,3,3,3,0,24.21,0
1.1,2,1,5,0,45.355992,-73.316437,24,120,3,1716909420,26,1099,0,1156357737,1,0,39,3,3,3,0,38.56,0
1.1,2,1,5,0,45.271346,-73.226021,10,121,3,1716931740,24,372,0,1156365145,2,0,41,3,3,3,0,33.65,0
1.1,2,1,5,0,45.25771,-73.217623,23,122,3,1716932340,10,10,0,1156356143,1,0,77,3,3,3,0,20.14,0
1.1,2,1,5,0,45.365225,-73.304165,9,123,3,1716991380,130,984,0,1156378564,1,0,46,3,3,3,0,26.32,0
1.1,2,1,5,0,45.24841,-73.238359,9,124,3,1717008780,48,290,0,1156323436,1,0,52,3,3,3,0,28.81,0
1.1,2,1,5,0,45.275773,-73.225551,16,125,3,1717013760,75,83,0,3342084657,3,1,75,3,3,3,0,33.67,0
1.1,2,1,5,0,45.249836,-73.215126,13,126,3,1717094700,67,1349,0,1156337162,1,0,46,3,3,3,0,33.37,0
1.1,2,1,5,0,45.271565,-73.223396,24,127,3,1717105200,5,175,0,3522689967,1,1,54,3,3,3,0,34.7,0
1.1,2,1,5,0,45.275915,-73.224911,13,128,3,1717105680,8,8,0,1156349060,3,0,53,3,3,3,0,23.12,0
1.1,2,1,5,0,45.354587,-73.300611,16,129,3,1717165380,112,995,0,1156336380,1,0,55,3,3,3,0,31.24,0
1.1,2,1,5,0,45.357165,-73.295946,18,130,3,1717165680,57,5,0,1143962737,1,1,43,3,3,3,0,43.73,0
1.1,2,1,5,0,45.349646,-73.29671,23,131,3,1717177380,117,195,0,1156318268,2,0,64,3,3,3,0,30.97,0
1.1,2,1,5,0,45.249668,-73.229756,8,132,3,1717181880,11,75,0,1156376596,1,0,30,3,3,3,0,25.32,0
1.1,2,1,5,0,45.254885,-73.220421,19,133,3,1717183500,149,27,0,1156375696,1,0,77,3,3,3,0,23.67,0
1.1,2,1,5,0,45.269402,-73.23518,17,134,3,1717186260,36,46,0,1156350502,1,0,73,3,3,3,0,28.27,0
1.1,2,1,5,0,45.255308,-73.212108,17,135,3,1717269600,29,1389,1,1156369551,1,0,65,3,3,3,0,30.84,0
1.1,2,1,5,0,45.24759,-73.210255,10,136,3,1717272360,72,46,1,1156352452,1,0,54,3,3,3,0,25.92,0
1.1,2,1,5,0,45.255592,-73.214977,13,137,3,1717353720,40,1356,1,1156346238,1,0,64,3,3,3,0,31.35,0
1.1,2,1,5,0,45.259351,-73.21847,19,138,3,1717356060,158,39,1,1156340342,1,0,56,3,3,3,0,34.1,0
1.1,2,1,5,0,45.365173,-73.310719,8,139,3,1717425600,84,1159,0,1156345161,2,0,69,3,3,3,0,31.21,0
1.1,2,1,5,0,45.225223,-70.075051,23,140,3,1717436580,40,183,0,1156376820,1,0,53,3,3,3,0,30.24,0
1.1,2,1,5,0,45.268869,-73.238521,9,141,3,1717441500,53,82,0,1156355500,1,0,63,3,3,3,0,28.15,0
1.1,2,1,5,0,45.266437,-73.239008,17,142,3,1717450560,16,151,0,1156321685,1,0,65,3,3,3,0,33.68,0
1.1,2,1,5,0,45.349475,-73.318415,22,143,3,1717511640,173,1018,0,1156361662,1,0,59,3,3,3,0,27.69,0
1.1,2,1,5,0,45.363195,-73.30413,13,144,3,1717511700,145,1,0,1156356117,2,0,71,3,3,3,0,33.05,0
1.1,2,1,5,0,45.352594,-73.30272,23,145,3,1717519440,58,129,0,1156322631,1,0,65,3,3,3,0,25.1,0
1.1,2,1,5,0,45.358653,-73.316507,21,146,3,1717520040,139,10,0,1156347052,1,0,84,3,3,3,0,35.63,0
1.1,2,1,5,0,45.362586,-73.31734,18,147,3,1717596720,34,1278,0,2639335788,1,1,57,3,3,3,0,37.75,0
1.1,2,1,5,0,45.342193,-73.296541,20,148,3,1717597320,10,10,0,1156359610,1,0,51,3,3,3,0,34.29,0
1.1,2,1,5,0,45.343355,-73.324632,16,149,3,1717598580,109,21,0,1156361703,3,0,70,3,3,3,0,28.57,0
1.1,2,1,5,0,45.361301,-73.298184,15,150,3,1717601460,12,48,0,3510541999,1,1,59,3,3,3,0,35.36,0
1.1,2,1,5,0,45.265474,-73.216317,24,151,3,1717619940,71,308,0,1156354161,1,0,76,3,3,3,0,35.2,0
1.1,2,1,5,0,45.342783,-73.315303,22,152,3,1717687320,81,1123,0,1156331680,2,0,54,3,3,3,0,25.82,0
1.1,2,1,5,0,45.352652,-73.319612,13,153,3,1717689840,20,42,0,1156322702,3,0,39,3,3,3,0,32.44,0
1.1,2,1,5,0,45.2621,-73.214464,24,154,3,1717700040,83,170,0,1156378913,2,0,63,3,3,3,0,27.35,0
1.1,2,1,5,0,45.254732,-73.225518,24,155,3,1717706160,63,102,0,1156334968,1,0,56,3,3,3,0,29.97,0
1.1,2,1,5,0,45.36635,-73.313982,13,156,3,1717770600,155,1074,0,1156319021,1,0,43,3,3,3,0,30.0,0
1.1,2,1,5,0,45.353071,-73.309857,24,157,3,1717771860,64,21,0,1156348610,1,0,62,3,3,3,0,28.85,0
1.1,2,1,5,0,45.271409,-73.22466,8,158,3,1717794840,12,383,0,1156381162,1,0,57,3,3,3,0,25.38,0
1.1,2,1,5,0,45.271666,-73.21265,16,159,3,1717795020,23,3,0,1156363339,1,0,63,3,3,3,0,27.69,0
1.1,2,1,5,0,45.366277,-73.307496,23,160,3,1718028780,155,3896,0,1156338847,1,0,43,3,3,3,1,34.23,0
1.1,2,1,5,0,45.345513,-73.320261,9,161,3,1718038680,106,165,0,1156380609,1,0,75,3,3,3,0,41.5,0
1.1,2,1,5,0,45.356078,-73.312289,24,162,3,1718041260,163,43,0,1156322393,1,0,73,3,3,3,0,25.59,0
1.1,2,1,5,0,45.368678,-73.29777,13,163,3,1718042220,66,16,0,1156353103,1,0,47,3,3,3,0,30.7,0
1.1,2,1,5,0,45.247167,-73.230266,22,164,3,1718043180,116,16,0,1156341486,2,0,68,3,3,3,0,26.14,0
1.1,2,1,5,0,45.262262,-73.233082,23,165,3,1718053380,8,170,0,1156381210,1,0,67,3,3,3,0,23.88,0
1.1,2,1,5,0,45.340599,-73.32222,18,166,3,1718114460,23,1018,0,1156364766,1,0,64,3,3,3,0,31.1,0
1.1,2,1,5,0,45.268934,-73.225234,9,167,3,1718133180,116,312,0,1156342343,1,0,47,3,3,3,0,27.48,0
1.1,2,1,5,0,45.271052,-73.224081,15,168,3,1718134500,104,22,0,1156324017,2,0,54,3,3,3,0,31.79,0
1.1,2,1,5,0,45.343589,-73.301134,21,169,3,1718200860,125,1106,0,1156367066,1,0,60,3,3,3,0,29.52,0
1.1,2,1,5,0,45.356437,-73.32478,21,170,3,1718214960,150,235,0,1156320619,1,0,59,3,3,3,0,29.85,0
1.1,2,1,5,0,45.25472,-73.211499,14,171,3,1718217420,46,41,0,1156343479,1,0,52,3,3,3,0,26.19,0
1.1,2,1,5,0,45.265032,-73.218999,13,172,3,1718221800,75,73,0,1156373160,1,0,63,3,3,3,0,30.95,0
1.1,2,1,5,0,45.360177,-73.308916,12,173,3,1718293620,64,1197,0,1156381509,1,0,58,3,3,3,0,31.58,0
1.1,2,1,5,0,45.348126,-73.313232,16,174,3,1718299200,166,93,0,1156342770,2,0,65,3,3,3,0,21.37,0
1.1,2,1,5,0,45.252847,-73.231387,17,175,3,1718304540,119,89,0,1156344066,1,0,58,3,3,3,0,25.68,0
1.1,2,1,5,0,45.252778,-73.214002,16,176,3,1718306280,153,29,0,1156328172,1,0,49,3,3,3,0,33.12,0
1.1,2,1,5,0,45.361186,-73.300855,9,177,3,1718377620,97,1189,0,1156348534,1,0,48,3,3,3,0,30.58,0
1.1,2,1,5,0,45.36232,-73.308947,19,178,3,1718378940,102,22,0,1156334450,2,0,53,3,3,3,0,36.11,0
1.1,2,1,5,0,45.358932,-73.310154,8,179,3,1718384340,122,90,0,1156347343,1,0,63,3,3,3,0,23.66,0
1.1,2,1,5,0,45.367174,-73.303572,16,180,3,1718384400,57,1,0,1156356065,1,0,54,3,3,3,0,31.88,0
1.1,2,1,5,0,45.252691,-73.23889,15,181,3,1718398740,33,239,0,2863736432,1,1,57,3,3,3,0,33.13,0
1.1,2,1,5,0,45.255662,-73.231619,25,182,3,1718399400,15,11,0,1156354393,2,0,51,3,3,3,0,27.45,0
1.1,2,1,5,0,45.364729,-73.309345,20,183,3,1718639640,91,4004,0,1156377294,2,0,68,3,3,3,3,39.17,0
1.1,2,1,5,0,45.34769,-73.297772,15,184,3,1718640000,6,6,0,1156380302,1,0,57,3,3,3,0,28.62,0
1.1,2,1,5,0,45.259755,-73.217792,18,185,3,1718649060,20,151,0,1156367618,1,0,61,3,3,3,0,25.5,0
1.1,2,1,5,0,45.342764,-73.305065,21,186,3,1718725380,37,1272,0,1156336213,2,0,52,3,3,3,0,33.03,0
1.1,2,1,5,0,45.369258,-73.314993,20,187,3,1718726580,161,20,0,1156375199,1,0,47,3,3,3,0,32.4,0
1.1,2,1,5,0,45.364236,-73.306015,13,188,3,1718728080,101,25,0,1156341440,1,0,58,3,3,3,0,24.62,0
1.1,2,1,5,0,45.275762,-73.226869,13,189,3,1718736960,142,148,0,1156367858,1,0,66,3,3,3,0,20.42,0
1.1,2,1,5,0,46.70757,-73.729273,9,190,3,1718814780,149,1297,0,1156327388,1,0,40,3,3,3,0,32.37,0
1.1,2,1,5,0,45.247405,-73.233508,25,191,3,1718828340,90,226,0,1156381742,1,0,75,3,3,3,0,27.77,0
1.1,2,1,5,0,45.265716,-73.210514,22,192,3,1718829840,25,25,0,1156367593,1,0,68,3,3,3,0,22.68,0
1.1,2,1,5,0,45.266067,-73.211077,18,193,3,1718830500,60,11,0,1156348752,1,0,63,3,3,3,0,22.82,0
1.1,2,1,5,0,45.340601,-73.300822,19,194,3,1718898000,119,1125,0,1156382392,2,0,54,3,3,3,0,33.74,0
1.1,2,1,5,0,45.365795,-73.313703,25,195,3,1718900820,150,47,0,2831364652,1,1,50,3,3,3,0,33.69,0
1.1,2,1,5,0,45.342172,-73.295615,22,196,3,1718903040,13,37,0,1156367734,1,0,64,3,3,3,0,27.0,0
1.1,2,1,5,0,45.273672,-73.225161,22,197,3,1718908980,134,99,0,1156355698,1,0,69,3,3,3,0,30.73,0
1.1,2,1,5,0,45.261787,-73.221893,15,198,3,1718916300,58,122,0,2863023457,1,1,32,3,3,3,0,36.9,0
1.1,2,1,5,0,45.273325,-73.230141,16,199,3,1718919240,8,49,0,1156326447,1,0,74,3,3,3,0,30.72,0
1.1,2,1,5,0,45.26435,-73.237114,8,200,3,1718999340,15,1335,0,1156365981,2,0,60,3,3,3,0,30.81,0
1.1,2,1,5,0,45.260229,-73.224353,9,201,3,1719000360,99,17,0,1156346996,3,0,56,3,3,3,0,23.07,0
1.1,2,1,5,0,43.283398,-73.677977,22,202,3,1719004380,38,67,0,1156376134,2,0,55,3,3,3,0,35.17,0
1.1,2,1,5,0,45.587596,-69.649749,15,203,3,1719081600,71,1287,1,1156369926,1,0,61,3,3,3,0,36.33,0
1.1,2,1,5,0,45.355183,-73.302827,22,204,3,1719153540,137,1199,1,1156327382,1,0,56,3,3,3,0,25.78,0
1.1,2,1,5,0,45.361713,-73.297429,21,205,3,1719155100,177,26,1,1156382468,2,0,73,3,3,3,0,32.67,0
1.1,2,1,5,0,45.356717,-73.295158,22,206,3,1719242220,120,1452,0,1156359474,2,0,49,3,3,3,0,30.29,0
1.1,2,1,5,0,45.359768,-73.299117,8,207,3,1719246780,49,76,0,1156344336,1,0,85,3,3,3,0,27.44,0
1.1,2,1,5,0,45.368781,-73.301023,16,208,3,1719251640,32,81,0,1156368167,1,0,58,3,3,3,0,28.41,0
1.1,2,1,5,0,45.267235,-73.232986,24,209,3,1719252900,54,21,0,1156336240,1,0,70,3,3,3,0,28.04,0
